@relation 'Demographic_Data-weka.filters.unsupervised.attribute.NumericToNominal-R1,5-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R2-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4'

@attribute in-store {0,1}
@attribute age {'\'(-inf-24.7]\'','\'(24.7-31.4]\'','\'(31.4-38.1]\'','\'(38.1-44.8]\'','\'(44.8-51.5]\'','\'(51.5-58.2]\'','\'(58.2-64.9]\'','\'(64.9-71.6]\'','\'(71.6-78.3]\'','\'(78.3-inf)\''}
@attribute items numeric
@attribute amount {'\'(-inf-1003.336467]\'','\'(1003.336467-2001.668233]\'','\'(2001.668233-inf)\''}
@attribute region {1,2,3,4}

@data
1,'\'(24.7-31.4]\'',5,'\'(-inf-1003.336467]\'',4
1,'\'(-inf-24.7]\'',4,'\'(1003.336467-2001.668233]\'',1
0,'\'(58.2-64.9]\'',6,'\'(1003.336467-2001.668233]\'',3
0,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',7,'\'(1003.336467-2001.668233]\'',4
1,'\'(31.4-38.1]\'',8,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',8,'\'(1003.336467-2001.668233]\'',4
1,'\'(71.6-78.3]\'',7,'\'(-inf-1003.336467]\'',3
1,'\'(58.2-64.9]\'',3,'\'(-inf-1003.336467]\'',1
1,'\'(31.4-38.1]\'',2,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',7,'\'(2001.668233-inf)\'',4
0,'\'(24.7-31.4]\'',2,'\'(1003.336467-2001.668233]\'',4
1,'\'(44.8-51.5]\'',8,'\'(-inf-1003.336467]\'',1
1,'\'(58.2-64.9]\'',1,'\'(-inf-1003.336467]\'',3
0,'\'(58.2-64.9]\'',7,'\'(1003.336467-2001.668233]\'',3
1,'\'(-inf-24.7]\'',3,'\'(1003.336467-2001.668233]\'',1
1,'\'(24.7-31.4]\'',4,'\'(1003.336467-2001.668233]\'',4
1,'\'(64.9-71.6]\'',3,'\'(-inf-1003.336467]\'',1
1,'\'(31.4-38.1]\'',5,'\'(-inf-1003.336467]\'',3
0,'\'(-inf-24.7]\'',2,'\'(1003.336467-2001.668233]\'',4
1,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',1
1,'\'(31.4-38.1]\'',6,'\'(-inf-1003.336467]\'',3
1,'\'(38.1-44.8]\'',2,'\'(-inf-1003.336467]\'',4
1,'\'(-inf-24.7]\'',2,'\'(1003.336467-2001.668233]\'',1
0,'\'(38.1-44.8]\'',2,'\'(1003.336467-2001.668233]\'',3
0,'\'(71.6-78.3]\'',6,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',2,'\'(1003.336467-2001.668233]\'',4
0,'\'(24.7-31.4]\'',7,'\'(-inf-1003.336467]\'',4
0,'\'(24.7-31.4]\'',1,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',3
0,'\'(78.3-inf)\'',4,'\'(-inf-1003.336467]\'',2
0,'\'(31.4-38.1]\'',4,'\'(2001.668233-inf)\'',4
1,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',4
0,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(44.8-51.5]\'',3,'\'(-inf-1003.336467]\'',1
0,'\'(-inf-24.7]\'',2,'\'(1003.336467-2001.668233]\'',3
1,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',3
0,'\'(44.8-51.5]\'',6,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',2,'\'(1003.336467-2001.668233]\'',4
1,'\'(24.7-31.4]\'',3,'\'(1003.336467-2001.668233]\'',1
1,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',3
1,'\'(24.7-31.4]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(38.1-44.8]\'',4,'\'(1003.336467-2001.668233]\'',4
1,'\'(44.8-51.5]\'',8,'\'(1003.336467-2001.668233]\'',4
1,'\'(38.1-44.8]\'',8,'\'(-inf-1003.336467]\'',1
1,'\'(-inf-24.7]\'',4,'\'(1003.336467-2001.668233]\'',1
1,'\'(31.4-38.1]\'',3,'\'(1003.336467-2001.668233]\'',1
0,'\'(64.9-71.6]\'',2,'\'(-inf-1003.336467]\'',2
1,'\'(71.6-78.3]\'',1,'\'(-inf-1003.336467]\'',3
1,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',3
0,'\'(24.7-31.4]\'',4,'\'(2001.668233-inf)\'',3
0,'\'(78.3-inf)\'',3,'\'(-inf-1003.336467]\'',2
1,'\'(24.7-31.4]\'',5,'\'(-inf-1003.336467]\'',4
1,'\'(51.5-58.2]\'',6,'\'(-inf-1003.336467]\'',3
1,'\'(24.7-31.4]\'',4,'\'(-inf-1003.336467]\'',3
1,'\'(44.8-51.5]\'',4,'\'(-inf-1003.336467]\'',4
1,'\'(24.7-31.4]\'',2,'\'(-inf-1003.336467]\'',3
1,'\'(31.4-38.1]\'',4,'\'(-inf-1003.336467]\'',3
1,'\'(-inf-24.7]\'',2,'\'(-inf-1003.336467]\'',4
1,'\'(-inf-24.7]\'',3,'\'(1003.336467-2001.668233]\'',4
1,'\'(-inf-24.7]\'',5,'\'(1003.336467-2001.668233]\'',4
0,'\'(58.2-64.9]\'',8,'\'(1003.336467-2001.668233]\'',3
0,'\'(38.1-44.8]\'',4,'\'(1003.336467-2001.668233]\'',3
0,'\'(-inf-24.7]\'',5,'\'(1003.336467-2001.668233]\'',4
0,'\'(38.1-44.8]\'',3,'\'(-inf-1003.336467]\'',4
0,'\'(31.4-38.1]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',5,'\'(1003.336467-2001.668233]\'',4
1,'\'(38.1-44.8]\'',6,'\'(-inf-1003.336467]\'',1
0,'\'(51.5-58.2]\'',4,'\'(2001.668233-inf)\'',4
0,'\'(71.6-78.3]\'',1,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(44.8-51.5]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(58.2-64.9]\'',6,'\'(1003.336467-2001.668233]\'',3
0,'\'(64.9-71.6]\'',3,'\'(-inf-1003.336467]\'',2
0,'\'(44.8-51.5]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(44.8-51.5]\'',2,'\'(1003.336467-2001.668233]\'',3
1,'\'(44.8-51.5]\'',7,'\'(1003.336467-2001.668233]\'',1
0,'\'(-inf-24.7]\'',7,'\'(2001.668233-inf)\'',4
0,'\'(38.1-44.8]\'',8,'\'(2001.668233-inf)\'',4
1,'\'(31.4-38.1]\'',4,'\'(-inf-1003.336467]\'',3
0,'\'(58.2-64.9]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(64.9-71.6]\'',1,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',4,'\'(1003.336467-2001.668233]\'',4
1,'\'(58.2-64.9]\'',5,'\'(-inf-1003.336467]\'',1
1,'\'(64.9-71.6]\'',7,'\'(-inf-1003.336467]\'',1
1,'\'(51.5-58.2]\'',6,'\'(-inf-1003.336467]\'',3
1,'\'(38.1-44.8]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',7,'\'(2001.668233-inf)\'',3
1,'\'(64.9-71.6]\'',7,'\'(-inf-1003.336467]\'',1
1,'\'(38.1-44.8]\'',8,'\'(1003.336467-2001.668233]\'',1
1,'\'(38.1-44.8]\'',6,'\'(1003.336467-2001.668233]\'',4
1,'\'(31.4-38.1]\'',5,'\'(-inf-1003.336467]\'',3
0,'\'(31.4-38.1]\'',8,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',6,'\'(-inf-1003.336467]\'',1
1,'\'(24.7-31.4]\'',2,'\'(1003.336467-2001.668233]\'',4
0,'\'(38.1-44.8]\'',7,'\'(2001.668233-inf)\'',3
1,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',4
0,'\'(44.8-51.5]\'',3,'\'(2001.668233-inf)\'',4
1,'\'(38.1-44.8]\'',5,'\'(-inf-1003.336467]\'',3
1,'\'(44.8-51.5]\'',5,'\'(-inf-1003.336467]\'',4
0,'\'(58.2-64.9]\'',4,'\'(2001.668233-inf)\'',3
0,'\'(71.6-78.3]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(38.1-44.8]\'',5,'\'(2001.668233-inf)\'',3
1,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',4
0,'\'(64.9-71.6]\'',6,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',3
0,'\'(38.1-44.8]\'',6,'\'(-inf-1003.336467]\'',3
1,'\'(31.4-38.1]\'',5,'\'(1003.336467-2001.668233]\'',4
1,'\'(44.8-51.5]\'',5,'\'(-inf-1003.336467]\'',1
0,'\'(44.8-51.5]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',4,'\'(1003.336467-2001.668233]\'',3
0,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(-inf-24.7]\'',6,'\'(2001.668233-inf)\'',3
1,'\'(38.1-44.8]\'',2,'\'(-inf-1003.336467]\'',3
1,'\'(71.6-78.3]\'',5,'\'(-inf-1003.336467]\'',1
1,'\'(64.9-71.6]\'',2,'\'(-inf-1003.336467]\'',1
1,'\'(24.7-31.4]\'',1,'\'(1003.336467-2001.668233]\'',1
1,'\'(44.8-51.5]\'',2,'\'(1003.336467-2001.668233]\'',4
1,'\'(24.7-31.4]\'',7,'\'(1003.336467-2001.668233]\'',4
1,'\'(31.4-38.1]\'',5,'\'(1003.336467-2001.668233]\'',4
1,'\'(-inf-24.7]\'',1,'\'(1003.336467-2001.668233]\'',1
0,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',4,'\'(-inf-1003.336467]\'',4
1,'\'(58.2-64.9]\'',4,'\'(-inf-1003.336467]\'',1
0,'\'(-inf-24.7]\'',8,'\'(1003.336467-2001.668233]\'',4
1,'\'(44.8-51.5]\'',1,'\'(-inf-1003.336467]\'',3
0,'\'(24.7-31.4]\'',2,'\'(-inf-1003.336467]\'',2
0,'\'(44.8-51.5]\'',3,'\'(-inf-1003.336467]\'',2
1,'\'(64.9-71.6]\'',8,'\'(-inf-1003.336467]\'',1
1,'\'(44.8-51.5]\'',3,'\'(1003.336467-2001.668233]\'',1
0,'\'(38.1-44.8]\'',3,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',3
0,'\'(78.3-inf)\'',5,'\'(-inf-1003.336467]\'',2
1,'\'(51.5-58.2]\'',5,'\'(-inf-1003.336467]\'',1
0,'\'(51.5-58.2]\'',2,'\'(-inf-1003.336467]\'',2
1,'\'(24.7-31.4]\'',3,'\'(1003.336467-2001.668233]\'',1
0,'\'(24.7-31.4]\'',8,'\'(2001.668233-inf)\'',4
1,'\'(44.8-51.5]\'',6,'\'(-inf-1003.336467]\'',3
0,'\'(44.8-51.5]\'',1,'\'(-inf-1003.336467]\'',2
0,'\'(31.4-38.1]\'',1,'\'(-inf-1003.336467]\'',2
0,'\'(38.1-44.8]\'',6,'\'(1003.336467-2001.668233]\'',4
0,'\'(51.5-58.2]\'',6,'\'(1003.336467-2001.668233]\'',3
1,'\'(64.9-71.6]\'',1,'\'(-inf-1003.336467]\'',3
1,'\'(38.1-44.8]\'',2,'\'(-inf-1003.336467]\'',1
1,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',1
1,'\'(44.8-51.5]\'',2,'\'(-inf-1003.336467]\'',1
1,'\'(24.7-31.4]\'',4,'\'(1003.336467-2001.668233]\'',4
0,'\'(58.2-64.9]\'',2,'\'(1003.336467-2001.668233]\'',4
1,'\'(24.7-31.4]\'',5,'\'(1003.336467-2001.668233]\'',4
0,'\'(-inf-24.7]\'',3,'\'(2001.668233-inf)\'',4
0,'\'(51.5-58.2]\'',3,'\'(-inf-1003.336467]\'',2
1,'\'(44.8-51.5]\'',3,'\'(1003.336467-2001.668233]\'',4
1,'\'(24.7-31.4]\'',6,'\'(1003.336467-2001.668233]\'',1
0,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',1,'\'(-inf-1003.336467]\'',4
0,'\'(64.9-71.6]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',6,'\'(-inf-1003.336467]\'',3
0,'\'(51.5-58.2]\'',3,'\'(-inf-1003.336467]\'',4
0,'\'(38.1-44.8]\'',6,'\'(2001.668233-inf)\'',4
0,'\'(44.8-51.5]\'',1,'\'(1003.336467-2001.668233]\'',3
0,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',2
1,'\'(44.8-51.5]\'',3,'\'(-inf-1003.336467]\'',1
1,'\'(-inf-24.7]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(78.3-inf)\'',2,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',1
0,'\'(24.7-31.4]\'',4,'\'(2001.668233-inf)\'',3
0,'\'(-inf-24.7]\'',8,'\'(2001.668233-inf)\'',4
1,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',1
0,'\'(64.9-71.6]\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',3
1,'\'(38.1-44.8]\'',7,'\'(-inf-1003.336467]\'',1
1,'\'(44.8-51.5]\'',7,'\'(-inf-1003.336467]\'',1
0,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',2
1,'\'(-inf-24.7]\'',8,'\'(-inf-1003.336467]\'',4
0,'\'(44.8-51.5]\'',6,'\'(2001.668233-inf)\'',3
1,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',4
1,'\'(38.1-44.8]\'',3,'\'(-inf-1003.336467]\'',1
1,'\'(51.5-58.2]\'',6,'\'(-inf-1003.336467]\'',3
0,'\'(64.9-71.6]\'',2,'\'(-inf-1003.336467]\'',2
0,'\'(-inf-24.7]\'',7,'\'(-inf-1003.336467]\'',4
1,'\'(24.7-31.4]\'',3,'\'(1003.336467-2001.668233]\'',1
0,'\'(38.1-44.8]\'',8,'\'(2001.668233-inf)\'',4
0,'\'(71.6-78.3]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(64.9-71.6]\'',6,'\'(-inf-1003.336467]\'',2
0,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',3
0,'\'(78.3-inf)\'',6,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',5,'\'(-inf-1003.336467]\'',3
1,'\'(24.7-31.4]\'',8,'\'(1003.336467-2001.668233]\'',4
1,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',1
1,'\'(51.5-58.2]\'',6,'\'(1003.336467-2001.668233]\'',4
0,'\'(38.1-44.8]\'',6,'\'(2001.668233-inf)\'',3
1,'\'(-inf-24.7]\'',5,'\'(1003.336467-2001.668233]\'',1
1,'\'(44.8-51.5]\'',5,'\'(-inf-1003.336467]\'',3
1,'\'(24.7-31.4]\'',2,'\'(-inf-1003.336467]\'',3
1,'\'(44.8-51.5]\'',4,'\'(-inf-1003.336467]\'',4
1,'\'(31.4-38.1]\'',6,'\'(-inf-1003.336467]\'',4
1,'\'(44.8-51.5]\'',6,'\'(-inf-1003.336467]\'',3
1,'\'(44.8-51.5]\'',6,'\'(-inf-1003.336467]\'',3
1,'\'(24.7-31.4]\'',5,'\'(-inf-1003.336467]\'',4
1,'\'(24.7-31.4]\'',4,'\'(-inf-1003.336467]\'',1
1,'\'(51.5-58.2]\'',5,'\'(-inf-1003.336467]\'',1
0,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',3
1,'\'(51.5-58.2]\'',5,'\'(-inf-1003.336467]\'',1
0,'\'(31.4-38.1]\'',7,'\'(2001.668233-inf)\'',4
0,'\'(44.8-51.5]\'',5,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',3,'\'(-inf-1003.336467]\'',1
0,'\'(44.8-51.5]\'',7,'\'(-inf-1003.336467]\'',4
0,'\'(71.6-78.3]\'',1,'\'(-inf-1003.336467]\'',2
0,'\'(31.4-38.1]\'',4,'\'(2001.668233-inf)\'',4
1,'\'(44.8-51.5]\'',1,'\'(-inf-1003.336467]\'',1
1,'\'(38.1-44.8]\'',2,'\'(-inf-1003.336467]\'',4
0,'\'(58.2-64.9]\'',3,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',3,'\'(-inf-1003.336467]\'',3
0,'\'(38.1-44.8]\'',3,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',2,'\'(1003.336467-2001.668233]\'',4
1,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',3
0,'\'(31.4-38.1]\'',4,'\'(2001.668233-inf)\'',3
1,'\'(24.7-31.4]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',2,'\'(2001.668233-inf)\'',3
0,'\'(24.7-31.4]\'',4,'\'(2001.668233-inf)\'',4
0,'\'(44.8-51.5]\'',6,'\'(1003.336467-2001.668233]\'',4
0,'\'(44.8-51.5]\'',5,'\'(2001.668233-inf)\'',3
1,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',1
1,'\'(31.4-38.1]\'',6,'\'(-inf-1003.336467]\'',1
0,'\'(71.6-78.3]\'',6,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',5,'\'(1003.336467-2001.668233]\'',4
1,'\'(24.7-31.4]\'',5,'\'(-inf-1003.336467]\'',1
0,'\'(58.2-64.9]\'',2,'\'(-inf-1003.336467]\'',2
0,'\'(44.8-51.5]\'',3,'\'(-inf-1003.336467]\'',2
0,'\'(31.4-38.1]\'',3,'\'(-inf-1003.336467]\'',2
0,'\'(78.3-inf)\'',8,'\'(-inf-1003.336467]\'',2
1,'\'(64.9-71.6]\'',8,'\'(-inf-1003.336467]\'',1
1,'\'(44.8-51.5]\'',8,'\'(-inf-1003.336467]\'',1
1,'\'(31.4-38.1]\'',6,'\'(-inf-1003.336467]\'',3
0,'\'(51.5-58.2]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',3
1,'\'(31.4-38.1]\'',7,'\'(1003.336467-2001.668233]\'',4
1,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',3
1,'\'(24.7-31.4]\'',6,'\'(-inf-1003.336467]\'',1
1,'\'(24.7-31.4]\'',7,'\'(1003.336467-2001.668233]\'',4
0,'\'(-inf-24.7]\'',5,'\'(1003.336467-2001.668233]\'',4
1,'\'(24.7-31.4]\'',2,'\'(-inf-1003.336467]\'',1
0,'\'(24.7-31.4]\'',6,'\'(2001.668233-inf)\'',3
0,'\'(24.7-31.4]\'',7,'\'(2001.668233-inf)\'',4
0,'\'(58.2-64.9]\'',7,'\'(2001.668233-inf)\'',3
1,'\'(24.7-31.4]\'',7,'\'(-inf-1003.336467]\'',4
0,'\'(78.3-inf)\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',1
0,'\'(-inf-24.7]\'',3,'\'(-inf-1003.336467]\'',3
0,'\'(51.5-58.2]\'',2,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',8,'\'(-inf-1003.336467]\'',3
1,'\'(31.4-38.1]\'',4,'\'(-inf-1003.336467]\'',4
0,'\'(64.9-71.6]\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',3
0,'\'(64.9-71.6]\'',1,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',6,'\'(-inf-1003.336467]\'',1
1,'\'(38.1-44.8]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',2
0,'\'(31.4-38.1]\'',2,'\'(2001.668233-inf)\'',3
0,'\'(31.4-38.1]\'',8,'\'(2001.668233-inf)\'',4
1,'\'(-inf-24.7]\'',7,'\'(-inf-1003.336467]\'',4
1,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',1
0,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(24.7-31.4]\'',6,'\'(-inf-1003.336467]\'',1
1,'\'(24.7-31.4]\'',2,'\'(-inf-1003.336467]\'',4
0,'\'(38.1-44.8]\'',6,'\'(-inf-1003.336467]\'',2
1,'\'(44.8-51.5]\'',6,'\'(-inf-1003.336467]\'',3
1,'\'(38.1-44.8]\'',2,'\'(-inf-1003.336467]\'',4
1,'\'(31.4-38.1]\'',8,'\'(1003.336467-2001.668233]\'',4
0,'\'(58.2-64.9]\'',2,'\'(-inf-1003.336467]\'',4
1,'\'(44.8-51.5]\'',7,'\'(-inf-1003.336467]\'',1
0,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',4
0,'\'(-inf-24.7]\'',5,'\'(1003.336467-2001.668233]\'',4
0,'\'(78.3-inf)\'',1,'\'(-inf-1003.336467]\'',2
0,'\'(78.3-inf)\'',4,'\'(-inf-1003.336467]\'',2
0,'\'(64.9-71.6]\'',8,'\'(-inf-1003.336467]\'',2
1,'\'(-inf-24.7]\'',5,'\'(1003.336467-2001.668233]\'',4
1,'\'(24.7-31.4]\'',7,'\'(-inf-1003.336467]\'',1
1,'\'(44.8-51.5]\'',5,'\'(1003.336467-2001.668233]\'',4
1,'\'(38.1-44.8]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(-inf-24.7]\'',7,'\'(2001.668233-inf)\'',3
0,'\'(44.8-51.5]\'',6,'\'(2001.668233-inf)\'',3
0,'\'(31.4-38.1]\'',3,'\'(2001.668233-inf)\'',4
1,'\'(-inf-24.7]\'',4,'\'(-inf-1003.336467]\'',4
0,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',3
0,'\'(71.6-78.3]\'',1,'\'(-inf-1003.336467]\'',2
0,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',3
1,'\'(31.4-38.1]\'',6,'\'(1003.336467-2001.668233]\'',4
1,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',4
0,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(58.2-64.9]\'',5,'\'(-inf-1003.336467]\'',2
1,'\'(24.7-31.4]\'',8,'\'(1003.336467-2001.668233]\'',1
1,'\'(24.7-31.4]\'',2,'\'(-inf-1003.336467]\'',1
1,'\'(64.9-71.6]\'',6,'\'(-inf-1003.336467]\'',1
0,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(44.8-51.5]\'',8,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',7,'\'(-inf-1003.336467]\'',4
0,'\'(24.7-31.4]\'',7,'\'(1003.336467-2001.668233]\'',3
0,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',1,'\'(1003.336467-2001.668233]\'',4
0,'\'(51.5-58.2]\'',5,'\'(1003.336467-2001.668233]\'',4
0,'\'(51.5-58.2]\'',6,'\'(-inf-1003.336467]\'',2
1,'\'(51.5-58.2]\'',2,'\'(-inf-1003.336467]\'',3
1,'\'(44.8-51.5]\'',2,'\'(-inf-1003.336467]\'',4
1,'\'(44.8-51.5]\'',2,'\'(-inf-1003.336467]\'',4
1,'\'(24.7-31.4]\'',6,'\'(-inf-1003.336467]\'',1
0,'\'(-inf-24.7]\'',5,'\'(2001.668233-inf)\'',4
0,'\'(44.8-51.5]\'',2,'\'(-inf-1003.336467]\'',2
1,'\'(38.1-44.8]\'',4,'\'(-inf-1003.336467]\'',4
1,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',1
1,'\'(51.5-58.2]\'',3,'\'(-inf-1003.336467]\'',3
1,'\'(44.8-51.5]\'',2,'\'(-inf-1003.336467]\'',4
1,'\'(44.8-51.5]\'',3,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',2,'\'(2001.668233-inf)\'',3
1,'\'(64.9-71.6]\'',2,'\'(-inf-1003.336467]\'',3
1,'\'(24.7-31.4]\'',3,'\'(-inf-1003.336467]\'',4
1,'\'(44.8-51.5]\'',6,'\'(-inf-1003.336467]\'',1
1,'\'(24.7-31.4]\'',7,'\'(-inf-1003.336467]\'',3
0,'\'(51.5-58.2]\'',6,'\'(-inf-1003.336467]\'',2
0,'\'(44.8-51.5]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(24.7-31.4]\'',6,'\'(-inf-1003.336467]\'',2
1,'\'(51.5-58.2]\'',2,'\'(1003.336467-2001.668233]\'',1
0,'\'(64.9-71.6]\'',7,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',3,'\'(2001.668233-inf)\'',3
0,'\'(44.8-51.5]\'',4,'\'(-inf-1003.336467]\'',2
1,'\'(24.7-31.4]\'',5,'\'(-inf-1003.336467]\'',3
1,'\'(44.8-51.5]\'',5,'\'(1003.336467-2001.668233]\'',1
0,'\'(44.8-51.5]\'',5,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',2,'\'(-inf-1003.336467]\'',2
0,'\'(71.6-78.3]\'',2,'\'(-inf-1003.336467]\'',2
0,'\'(51.5-58.2]\'',4,'\'(-inf-1003.336467]\'',4
0,'\'(24.7-31.4]\'',5,'\'(-inf-1003.336467]\'',2
1,'\'(51.5-58.2]\'',5,'\'(1003.336467-2001.668233]\'',1
1,'\'(44.8-51.5]\'',7,'\'(-inf-1003.336467]\'',3
0,'\'(31.4-38.1]\'',1,'\'(1003.336467-2001.668233]\'',4
1,'\'(51.5-58.2]\'',7,'\'(1003.336467-2001.668233]\'',1
0,'\'(-inf-24.7]\'',4,'\'(1003.336467-2001.668233]\'',3
1,'\'(38.1-44.8]\'',4,'\'(-inf-1003.336467]\'',3
0,'\'(71.6-78.3]\'',6,'\'(-inf-1003.336467]\'',2
0,'\'(71.6-78.3]\'',4,'\'(-inf-1003.336467]\'',2
0,'\'(-inf-24.7]\'',4,'\'(1003.336467-2001.668233]\'',4
0,'\'(31.4-38.1]\'',2,'\'(-inf-1003.336467]\'',2
1,'\'(31.4-38.1]\'',8,'\'(-inf-1003.336467]\'',4
1,'\'(51.5-58.2]\'',8,'\'(1003.336467-2001.668233]\'',4
0,'\'(24.7-31.4]\'',6,'\'(2001.668233-inf)\'',4
0,'\'(51.5-58.2]\'',7,'\'(-inf-1003.336467]\'',2
1,'\'(24.7-31.4]\'',4,'\'(1003.336467-2001.668233]\'',1
1,'\'(38.1-44.8]\'',7,'\'(-inf-1003.336467]\'',1
0,'\'(-inf-24.7]\'',8,'\'(2001.668233-inf)\'',4
0,'\'(24.7-31.4]\'',7,'\'(1003.336467-2001.668233]\'',3
